Feature,flaubert_base_cased,flaubert_base_uncased,flaubert_large_uncased,flaubert_small_cased,Mean Importance
Dim 377,0.007321097515758336,0.00852166010299914,0.004080459770114973,0.025220615498702414,0.011285958221893716
Dim 342,0.02176492398961829,0.01331869130566513,0.007628846866889187,0.002384130515387436,0.01127414816939001
Dim 403,0.004171301446051216,0.022994547106937425,0.00450129773822771,0.013403781979977861,0.011267732067798552
Dim 739,0.0073748609566185236,0.02403665555892165,0.0023878383388950377,,0.011266451618145072
Dim 355,0.018160919540230046,0.00845955770978494,0.007460140897293333,0.010704486466444257,0.011196276153438144
Dim 125,0.006751946607341566,0.028856407149348874,0.0030200222469410104,0.006138301816833606,0.011191669455116265
Dim 56,0.007482387838338963,0.008374734928809486,0.011668520578420499,0.017068965517241505,0.011148652215702614
Dim 485,0.013381535038932262,0.022743108149046,0.0019095291064145114,0.006559139784946336,0.011148328019834777
Dim 499,0.011850203930292956,0.018679188124810883,0.002124582869855368,0.011662958843159096,0.011079233442029577
Dim 142,0.008830181683351921,0.007337170554377519,0.006952169076751994,0.021138301816833655,0.011064455782828771
Dim 144,0.016685205784204814,0.019023023326264932,0.0030422691879866204,0.00543196143863561,0.011045614934272995
Dim 422,0.0050723025583983075,0.02129960617994572,0.007195031516499886,0.010543196143863582,0.011027534099676873
Dim 6,0.004905450500556244,0.025916388973038686,0.007649239896181013,0.005559881349647831,0.011007740179855945
Dim 620,0.014095291064145492,0.0147394728870041,0.00418798665183541,,0.011007583534328333
Dim 235,0.007699295513533622,0.020511966070887757,0.006308861698183248,0.009458657767890318,0.010994695262623736
Dim 97,0.02759547645532084,0.007335655861860115,0.004102706711160585,0.004809047089358602,0.010960721529425036
Dim 358,0.0182628846866891,0.012500757346258868,0.0024527252502780554,0.010611790878754215,0.01095703954049506
Dim 696,0.009894327030033446,0.016198121781278593,0.006777901371894764,,0.010956783394402267
Dim 121,0.008118279569892528,0.010049984853074847,0.007117167222840257,0.018494623655914127,0.01094501382543044
Dim 929,,,0.010925101965146495,,0.010925101965146495
Dim 602,0.01753244345569169,0.013315661920630292,0.0018984056358917075,,0.010915503670737896
Dim 448,0.008301816833518803,0.012346258709482109,0.006271783463107213,0.01672969966629603,0.010912389668101038
Dim 547,0.007528735632183973,0.022061496516207396,0.0031182795698924456,,0.01090283723942794
Dim 542,0.012884686688913688,0.01502120569524405,0.0047664071190212,,0.010890766501059647
Dim 285,0.018385242862439907,0.00956528324750081,0.006483129403040496,0.00905450500556178,0.010872040129635748
Dim 710,0.010233592880978906,0.020465010602847857,0.0018483500185390942,,0.010848984500788618
Dim 40,0.007877271041898478,0.007370493789760703,0.007250648869113888,0.02083611420096424,0.010833631975434327
Dim 793,,,0.010823136818687443,,0.010823136818687443
Dim 111,0.008253615127919967,0.01091941835807343,0.007569521690767572,0.01653503893214701,0.010819398527226996
Dim 12,0.007821653689284442,0.013135413511057447,0.01169262143121992,0.010441230997404537,0.010772729907241586
Dim 85,0.014972191323693146,0.007880945168130917,0.0035613644790507995,0.016638857990359763,0.010763339740308657
Dim 667,0.01573785687801275,0.014995455922447927,0.0015276232851316122,,0.010753645361864095
Dim 756,0.019204671857619746,0.007526507119054859,0.005478309232480617,,0.010736496069718408
Dim 148,0.00768817204301082,0.02175098455013649,0.004890619206525831,0.008568780126066064,0.010724638981434801
Dim 479,0.024896180941787263,0.007158436837322067,0.002341490545050024,0.00846125324434559,0.010714340392126237
Dim 418,0.008229514275120555,0.015236292032717544,0.003674453096032642,0.015684093437152522,0.010706088210255815
Dim 701,0.014128661475713898,0.015027264465313724,0.0029551353355579866,,0.010703687092195205
Dim 11,0.017512050426399865,0.009819751590427184,0.001807563959955483,0.013654060066740938,0.010698356510880868
Dim 586,0.013094178717093166,0.009547106937291758,0.009441972562106053,,0.010694419405496994
Dim 666,0.013338895068594836,0.011181460163586905,0.0075324434556915424,,0.010684266229291093
Dim 466,0.028502039302929355,0.00682671917600732,0.0018205413422320875,0.0054857248794958225,0.010658756175166146
Dim 589,0.016091954022988596,0.011651014843986805,0.004039673711531358,,0.010594214192835585
Dim 495,0.006920652576937421,0.02761284459254791,0.0023248053392658217,0.005472747497219216,0.010582762501492593
Dim 560,0.007213570634037882,0.00827930930021209,0.016197626992955266,,0.010563502309068412
Dim 519,0.007645532072673418,0.018049076037564605,0.005873192436040136,,0.010522600182092718
Dim 655,0.011405265109380853,0.011738867009997093,0.008405635891731586,,0.010516589337036511
Dim 103,0.0062699295513534425,0.00982126628294461,0.0035150166852057864,0.022460140897293496,0.010516588354199333
Dim 279,0.0069391916944754285,0.0063844289609209974,0.007623285131627806,0.0211160548757881,0.010515740165703082
Dim 974,,,0.010502410085279974,,0.010502410085279974
Dim 629,0.00622172784575465,0.017991517721902685,0.007267334074898091,,0.010493526547518476
Dim 506,0.020237300704486635,0.010293850348379355,0.0073359288097887216,0.004060066740823169,0.01048178665086947
Dim 272,0.011661104931405313,0.014066949409270078,0.0017445309603262664,0.014401186503522541,0.01046844295113105
Dim 508,0.016186503522432494,0.013227809754620012,0.0029681127178345923,0.009408602150537671,0.01044775703635619
Dim 727,0.018885799035966058,0.0061920630112087946,0.006260659992584454,,0.010446174013253103
Dim 633,0.008042269187986723,0.01350196910027285,0.009740452354467957,,0.01042823021424251
Dim 241,0.025832406377456627,0.007197818842774964,0.00498887652947727,0.0036651835372636336,0.010421071321743124
Dim 1023,,,0.010418984056358929,,0.010418984056358929
Dim 551,0.019907304412310176,0.009298697364435043,0.002046718576195748,,0.010417573450980322
Dim 127,0.008896922506488755,0.023741290518025048,0.00636077122728965,0.0025621060437522785,0.010390272573888934
Dim 743,0.015014831294030515,0.008810966373826163,0.007343344456803906,,0.010389714041553528
Dim 322,0.014232480533926705,0.015578612541654263,0.0017890248424174788,0.00989432703003339,0.01037361123700796
Dim 411,0.02232480533926604,0.009760678582247832,0.0031609195402298603,0.006245828698554035,0.010373058040074441
Dim 505,0.013672599184278945,0.011301120872462985,0.004308490915832454,0.012204301075268867,0.010371628011960812
Dim 660,0.007563959955506174,0.014039684943956576,0.009440118650352313,,0.010347921183271687
Dim 761,0.009727474972191386,0.013627688579218589,0.007632554690396782,,0.010329239413935586
Dim 351,0.014525398591027151,0.013189942441684541,0.008031145717463882,0.00554505005561744,0.010322884201448253
Dim 617,0.006119762699295599,0.020501363223265907,0.004330737856878056,,0.010317287926479854
Dim 114,0.011789024842417535,0.011791881248106732,0.0019503151649981224,0.015697070819429088,0.010307073018737869
Dim 618,0.010318872821653738,0.01768554983338407,0.002786429365962146,,0.010263617340333318
Dim 88,0.011312569521690819,0.007143289912147883,0.006457174638487292,0.01612532443455703,0.010259589626720755
Dim 89,0.004957360029662677,0.008483792790063638,0.009200964034112004,0.018383388950686128,0.010256376451131113
Dim 249,0.011294030404152802,0.01100272644653147,0.004814608824620005,0.013906192065257797,0.01025438943514052
Dim 847,,,0.010253985910270701,,0.010253985910270701
Dim 504,0.0037949573600296934,0.025172674946985937,0.0022728958101594057,0.009760845383759757,0.010250343375233697
Dim 576,0.01401928068223963,0.012849136625265234,0.0038691138301816955,,0.010245843712562186
Dim 714,0.008453837597330394,0.014139654650106205,0.008134964775676717,,0.01024281900770444
Dim 229,0.013487208008898872,0.010248409572856741,0.00255098257322948,0.014621802002224805,0.010227100539302475
Dim 59,0.009927697441601808,0.015511966070887818,0.007243233222098703,0.00810715609936975,0.010197513208489519
Dim 79,0.013889506859473632,0.010181763102090343,0.0034649610678531705,0.013231368186874405,0.010191899804072887
Dim 168,0.018333333333333514,0.007072099363829196,0.011227289581015985,0.004121245828698591,0.010188492026719322
Dim 293,0.00900444938820918,0.014581944865192546,0.004521690767519507,0.012630700778642997,0.010184696449891058
Dim 15,0.015300333704115798,0.005984550136322389,0.012172784575454258,0.007274749721913297,0.010183104534451436
Dim 426,0.02608639228772727,0.006140563465616553,0.001777901371894677,0.006722284019280772,0.010181785286129818
Dim 734,0.00529847979236198,0.021064828839745777,0.004121245828698585,,0.010161518153602113
Dim 80,0.0056896551724139,0.008020296879733433,0.013127549128661566,0.013804226918798769,0.010160432024901918
Dim 507,0.01055988134964781,0.009622841563162716,0.004929551353355637,0.015522803114571855,0.010158769345184506
