feature,importance
671,0.0040880911526692005
333,0.0029764550864679364
374,0.0029330027447304475
508,0.0029317832798808237
574,0.0029015736124502495
149,0.00266657983814101
516,0.0026184870919455333
546,0.002601793409158
203,0.002536911703651072
277,0.0023671318298603685
680,0.0022963328194310724
198,0.0022528613572045833
607,0.002208501159500378
597,0.0021282460292407473
698,0.0021138439492605853
476,0.0021121375931292836
299,0.0021042088614083242
55,0.002099388552273769
450,0.002081922672825036
57,0.002058399421882854
45,0.0020475577656926024
538,0.0020179392730532513
702,0.002014441090208492
382,0.0019970402119578725
573,0.0019916282701018715
171,0.0019190943886850675
290,0.0019056396720435855
169,0.0018710966029162456
510,0.0018587106257252045
456,0.00184486995517373
444,0.0018306788122499375
356,0.001822523914200755
758,0.0018149777058805675
487,0.0018117661978583766
725,0.0018039470557148628
427,0.001786289986721984
314,0.0017780930123313457
396,0.0017757405215573464
445,0.0017756565000401196
15,0.0017611429185999217
98,0.0017605345866478204
541,0.001759217468355216
615,0.001757809788091342
719,0.0017534998412825494
735,0.0017330366760070306
315,0.0017148940666636009
635,0.0016987109007583622
507,0.0016912515767090477
300,0.0016704333422562021
213,0.0016690694276719268
136,0.0016675123839444562
310,0.001655406688421009
263,0.0016534059003177172
459,0.0016446076979802881
223,0.001638231139879351
667,0.0016316744483886034
609,0.001629499644408066
255,0.0016287225032773646
71,0.0016280149232987093
405,0.0016267826814937178
651,0.0016242476141540888
701,0.0016159028745603822
17,0.0016140323726751837
733,0.001605587490681859
39,0.0016048116317983292
180,0.0016008252168341064
8,0.001600416549603639
533,0.0015989217837524992
80,0.0015986439023287866
122,0.0015915737314664829
161,0.0015902543207072703
274,0.0015880392337447224
549,0.0015828247273309403
662,0.001574738951290924
550,0.001573557273608697
453,0.0015716572499304832
346,0.0015674939400243872
26,0.001564053729399833
544,0.0015610709051563027
525,0.0015592182946406483
591,0.0015579694410647353
712,0.0015570767528470214
531,0.0015562047174548146
585,0.0015527046212228369
132,0.0015490356660440394
62,0.0015430602050797207
210,0.0015394983249894987
464,0.0015374345987086552
309,0.001536070204014882
658,0.0015254602407840387
77,0.0015251482463399314
94,0.00152297262535959
520,0.0015146297527034414
18,0.0015135304365352575
522,0.0015081012194332812
14,0.0015065442536753093
307,0.0015064604760956265
485,0.0015057862326413945
176,0.0015045745697307871
475,0.0015029533598479704
693,0.0014955567000040908
228,0.0014911756394826287
50,0.0014882773095174088
740,0.0014864858613512864
24,0.001482402694976942
469,0.0014823516349539649
746,0.0014811518313524589
530,0.0014774949751880726
128,0.0014751891713862314
131,0.0014736277431987332
694,0.0014715652337971615
696,0.0014700846284081606
593,0.0014689560196755466
623,0.0014678602836630994
498,0.0014669972985761992
16,0.0014666217700207659
413,0.0014657088161956963
262,0.001464016432602955
709,0.0014615181868680412
3,0.001456157280968836
248,0.0014551564184712438
154,0.0014540353260712052
499,0.0014532198103533636
587,0.0014529098159573285
425,0.0014478499585564855
767,0.0014456306577539813
186,0.0014430719491559368
645,0.0014419363735684422
304,0.0014405566361390496
351,0.001439613091962743
421,0.0014390353726043748
686,0.001438116313630274
424,0.0014376188735229756
209,0.001437456714470956
435,0.0014354856995521048
28,0.0014353032447858608
636,0.00143424066737904
665,0.001431879819644516
511,0.0014308449787168052
109,0.001428077829907387
181,0.0014280541060765837
372,0.0014276344736894673
564,0.0014265243498096645
707,0.001425454637078935
197,0.0014201860517890547
289,0.0014180408173083844
294,0.001417201787272846
138,0.0014165400180435595
259,0.001414845682165566
750,0.0014145315298905439
152,0.0014139217083134336
720,0.001413441083960325
158,0.0014096237374734216
447,0.0014092926600635797
200,0.0014079828201128887
173,0.0014069244966870545
690,0.0014068596851214469
75,0.0014021484205876647
473,0.0014002490548053292
5,0.0014001822964268822
215,0.0013998212865038333
177,0.00139862784822963
116,0.0013986249276545443
482,0.0013922291480796185
118,0.0013920083728217554
638,0.0013918118745238337
652,0.0013910630738494393
434,0.0013903960929471588
258,0.0013886474051017547
565,0.0013882662512802616
714,0.0013874838238895851
458,0.0013874700350060434
345,0.001386509245922756
666,0.001386492617874589
47,0.0013856008618166027
710,0.0013842628270136364
303,0.0013839493359720095
225,0.001382379048933305
67,0.001381780545355162
734,0.0013790767308845362
754,0.0013775980614811132
561,0.0013767736538483526
440,0.001375300444386319
32,0.0013752669231585773
9,0.001374797486086524
164,0.0013747141134496208
545,0.0013745772879675986
153,0.0013745535067671596
322,0.0013709081157949104
713,0.0013700426795953706
135,0.0013689608701471865
556,0.0013685131347564278
736,0.0013682146949809645
312,0.0013667470254116823
486,0.001365444321350048
331,0.001365138700599107
492,0.0013649146380199334
626,0.0013645367456297933
12,0.0013644974694171552
87,0.0013609189403207766
292,0.0013603013701662537
490,0.0013589048638001544
632,0.0013557082330562698
579,0.0013539890613289654
146,0.0013538674354732108
286,0.0013536322436658575
415,0.0013535471839549343
308,0.001352202414932247
151,0.0013513226612000993
82,0.0013510608380317565
121,0.001348854860956545
95,0.0013487453639336898
526,0.00134836833390594
127,0.0013482277187905933
114,0.0013474691884968106
687,0.001347358241457809
279,0.0013473416738508425
96,0.0013459552894546662
206,0.0013449342387119487
718,0.0013447739311778267
524,0.0013422732265235022
238,0.001341770428448696
605,0.001340664918340103
629,0.0013397326728318323
748,0.0013374467211413035
418,0.0013367709336842449
103,0.0013359935494208983
230,0.0013358162314343158
446,0.0013356038961257768
101,0.0013345727322885735
79,0.001332795196571346
250,0.0013322599961345554
449,0.001332135074653351
22,0.0013315007121336845
504,0.0013307667308805305
65,0.0013306061130032823
276,0.001330360354462947
572,0.001329678771244433
123,0.0013296751709075505
708,0.0013286559495475914
126,0.0013281914288804481
744,0.001327245859004724
85,0.0013265202027208242
385,0.0013258040677269715
731,0.0013247961920281773
398,0.0013239488561823743
81,0.0013237957465524475
102,0.0013229910996975015
581,0.0013217006596036595
341,0.0013215395265260188
160,0.0013214847635545203
86,0.0013212746735714416
766,0.0013208011822386217
265,0.0013187109188132402
352,0.0013184227194711754
580,0.0013167308605443965
603,0.0013160897073591232
670,0.0013139210858114645
60,0.0013138429847924136
23,0.0013122650616892422
56,0.0013120368689107517
679,0.0013119804310391062
517,0.0013118658318080666
219,0.001311187616826396
236,0.0013095904704812516
330,0.0013094123461169346
441,0.0013089770056308112
730,0.0013088399802270434
462,0.001308745742348276
46,0.0013085039675383226
53,0.00130825441467133
559,0.0013080632819801811
244,0.0013080024514137741
48,0.0013079820535400934
628,0.001306711932887682
552,0.0013064057132424088
249,0.0013049822436058348
233,0.00130497800362915
278,0.0013047975506230954
739,0.001304698180385645
44,0.0013034552959572646
614,0.0013033192647407654
601,0.0013031032131422796
691,0.0013023306414061406
657,0.0013022076483278962
618,0.0013021959431548443
252,0.0013019541593852024
582,0.0013007371168782189
491,0.001300568469039423
145,0.0012997673542007595
598,0.0012989953509263607
594,0.00129834247472444
291,0.0012963726055298472
548,0.001296169536331273
235,0.0012952905511895284
537,0.0012947785948103888
729,0.001294066594146206
295,0.0012937056970007883
503,0.001291900747219887
137,0.001290664040035043
92,0.0012902893513463763
600,0.0012899461935092992
410,0.0012894947678884362
107,0.0012888802646289818
194,0.0012888279552440412
365,0.0012862496493443246
439,0.0012856367253876037
159,0.0012855723616449174
749,0.0012854352876382718
130,0.0012852892588393937
599,0.0012842585299566002
202,0.0012841209635995113
52,0.0012838347894232587
179,0.0012828720742045557
745,0.0012826278479540665
584,0.001279312685665218
659,0.0012790131627982812
422,0.0012787923588290157
622,0.0012782573553604321
669,0.001278054080305969
640,0.0012779246672631709
133,0.0012767909086863118
395,0.0012764091688643251
368,0.001276332831304873
97,0.0012759959867526633
157,0.0012757319595389238
625,0.0012754814730885828
762,0.0012753683491546369
664,0.0012753425517210409
256,0.0012750820016603484
715,0.0012746391727829346
514,0.0012740656643718657
661,0.0012722661035519604
675,0.001271994339564808
340,0.0012711771872322968
699,0.0012689196345973435
466,0.0012684033161192917
695,0.001267002577054923
639,0.0012668932731615754
366,0.0012666115327060448
93,0.0012661034330854666
316,0.0012649996098890966
242,0.001263687090156119
653,0.0012631013676626518
332,0.001262355754519525
296,0.0012622623447436484
166,0.001262199064886359
305,0.001262035047805575
433,0.0012616640968295182
147,0.0012614347945915957
246,0.0012608442023232427
119,0.0012606156312216423
125,0.001260478151302571
363,0.0012594726889226813
505,0.0012564970028812246
571,0.0012558642952495524
596,0.0012556534280946225
212,0.0012554261926254165
156,0.001254813974983642
253,0.00125435923351835
68,0.001253102760251041
606,0.001253044619565369
443,0.0012529911017712795
420,0.0012525162828227634
29,0.0012524086803144315
471,0.0012522550171195218
84,0.0012517335519772266
612,0.0012508794401921413
243,0.0012500350227895147
602,0.0012489076509776909
551,0.0012475281970881324
555,0.001245780850746578
682,0.0012455483010932423
429,0.0012445476893979824
588,0.0012441836594231427
468,0.0012441020386122707
349,0.0012439662575567728
577,0.0012432847860754993
320,0.0012429808299371427
732,0.0012424291753574646
143,0.0012414521962232988
6,0.001241125832582594
547,0.0012400493555331763
419,0.00123990774018861
