,"('camem_bert_base_embeddings', 1)","('distilled_bert_base_cased', 1)","('flaubert_base_cased', 1)","('flaubert_base_uncased', 1)","('flaubert_large_uncased', 1)","('flaubert_small_cased', 1)","('mbert_base_cased', 1)","('mbert_base_uncased', 1)","('xlmr_r_large', 1)","('xlm_roberta_base', 1)"
Dim 311,0.009996215159537313,0.011588698146591813,0.015526046849261106,0.014835909524844731,0.018593527110399525,0.01564209092032679,0.0,0.014412627735126575,0.00013935634767783098,0.0
Dim 312,0.03733326727609062,0.0065728325087891755,0.014506366307112138,0.01274638211258629,0.020125037504581222,0.013044870157817915,0.0,0.013513594205553096,0.00011784309449835507,0.0
Dim 313,0.01762625790157686,0.008634664001765435,0.01732472712308397,0.01595736307175314,0.012393432252817246,0.023649539545354963,0.0,0.017208282136806717,5.911815692571477e-05,0.0
Dim 314,0.014190961427363981,0.007349706745763763,0.01281814748735736,0.014698175854783911,0.025921403187588447,0.03341902000010329,0.0,0.01320826197073357,9.536975042858708e-05,0.0
Dim 315,0.013299650782372377,0.008896832797334761,0.012457472154846902,0.0193358213056097,0.013751146486186527,0.02801035236961101,0.0,0.013513173938650829,7.355194775652906e-05,0.0
Dim 316,0.013231540689839377,0.007843920719134988,0.031633230210525186,0.012879500783949746,0.015523716113069467,0.022753206206984636,0.0,0.01311114240630015,0.00011448426795856656,0.0
Dim 317,0.01325478772281699,0.008023401706752392,0.014682729719630883,0.03242819641249618,0.012286632815249256,0.01274145720055895,0.0,0.013428433134915823,9.227490174481093e-05,0.0
Dim 318,0.015615436742497926,0.0070562749940994455,0.014547308279390481,0.012992471965798395,0.014828959313758142,0.013992692632335126,0.0,0.013564300490212573,9.544195640560594e-05,0.0
Dim 319,0.01410560745112638,0.008604909972999678,0.011309131287144803,0.012570704232270306,0.012199915666531495,0.014213232739985496,0.0,0.011645091812179346,5.6543111825443284e-05,0.0
Dim 320,0.012068894890139332,0.007985093168593508,0.017406630941845882,0.013393118818906426,0.012406404384857529,0.025774230611383984,0.0,0.011914794690237514,9.999256237899888e-05,0.0
Dim 321,0.012383261005943115,0.008710619835477858,0.01618745229624332,0.021814569123755772,0.01248677436360283,0.021456946064083507,0.0,0.013625840047999861,7.339901506026637e-05,0.0
Dim 322,0.0248955841602074,0.009369024224924355,0.014481125629845404,0.01430550195839389,0.013243838944721188,0.01651812327224871,0.0,0.013828891968728023,7.238913074928957e-05,0.0
Dim 323,0.013569161345315892,0.00819474180838419,0.015276680697242752,0.020293476643472193,0.019607970034182222,0.012929391803953414,0.0,0.012374900729749751,8.380918400036895e-05,0.0
Dim 324,0.015274038171108034,0.009625386832924207,0.01578798859743852,0.01602060608124232,0.013203507546191958,0.013459226284990211,0.0,0.012355005948721881,8.256412692371898e-05,0.0
Dim 325,0.01442332374068054,0.011124220944150933,0.012766722221746494,0.019290953950690547,0.015568559053213374,0.03817231717822103,0.0,0.01236769608360028,7.562861112044306e-05,0.0
Dim 326,0.012719692678130418,0.008610775263469744,0.01794438783606224,0.013802911196855552,0.023178424970757602,0.01170912782501325,0.0,0.01257976262887274,5.602930207430079e-05,0.0
Dim 327,0.014845090604690577,0.006699913537885394,0.013407438419896363,0.011965570081603134,0.014865018723787204,0.0226898686882853,0.0,0.016919183922764362,4.8739367556323406e-05,0.0
Dim 328,0.013158737372333746,0.0073638266859087625,0.02626664048608049,0.03449018362059056,0.015727495516093214,0.0162021628426967,0.0,0.02377123691783505,8.580947430953978e-05,0.0
Dim 329,0.014259761885797747,0.00754249676160198,0.013354558341633894,0.02911961331363054,0.013906281996713291,0.0335543388721087,0.0,0.019176313732727646,7.571130203107546e-05,0.0
Dim 330,0.016711597027633987,0.006736834217560518,0.019962211944320494,0.011949465281178502,0.022977156780455005,0.01288673939087211,0.0,0.010588878329013089,9.540303586901492e-05,0.0
Dim 331,0.011469753538702677,0.01879897505718475,0.01488210597140515,0.016978973883355817,0.01229405158913887,0.02633974444022835,0.0,0.011844817036636352,6.494259476962311e-05,0.0
Dim 332,0.01732046490065829,0.0075929075259198,0.03467086240430657,0.011910937804248872,0.01411488906275685,0.03513313660954151,0.0,0.03302569283247135,5.752920941211748e-05,0.0
Dim 333,0.011220181372474474,0.007311965895556286,0.021265884314518122,0.012740459381870748,0.01317378068833252,0.016833030658312497,0.0,0.03377677277909868,9.694698564433122e-05,0.0
Dim 334,0.01425929146352522,0.008851264510256565,0.01338818411406083,0.011903982082723424,0.014367614844860767,0.018732896998200434,0.0,0.014909221579032413,5.690879764697529e-05,0.0
Dim 335,0.01193199960525485,0.00637682912680891,0.01697225734229807,0.02856734413036467,0.02050705075617451,0.03495176495637758,0.0,0.024513448004023122,0.0001340475774844898,0.0
Dim 336,0.01771979311683482,0.0075956841765943365,0.012224285039656307,0.02897143992277573,0.011738306697885005,0.019009272046382603,0.0,0.014435505212512025,9.83837451669659e-05,0.0
Dim 337,0.01179902584259859,0.008180551464299385,0.014196652446071233,0.012460892876641268,0.01542972096420248,0.01533784714199289,0.0,0.019930583944577855,8.417268573890904e-05,0.0
Dim 338,0.01568319646736018,0.0068604391348989794,0.013551690804437416,0.03180567163843761,0.012483679209478694,0.01384131307647981,0.0,0.02291543216036029,0.00013516421064571055,0.0
Dim 339,0.011743499032047102,0.007753854279021194,0.024006591418287697,0.011790004037179091,0.012208105423769993,0.012418514762796826,0.0,0.014294348160192054,0.00011188491222782129,0.0
Dim 340,0.01562190231420312,0.005663369359520467,0.012735494115367342,0.01735132373817702,0.01545746220047125,0.013585062994454472,0.0,0.015875097274369532,9.091633058709867e-05,0.0
Dim 341,0.02729076072838801,0.006867963710778933,0.013273002059948696,0.01625901550390789,0.016972974486797167,0.02823939666752726,0.0,0.013777616640368744,8.825200867505069e-05,0.0
Dim 342,0.01438675509092861,0.013152493809313492,0.01509675894332557,0.013291208495734199,0.011241861603549126,0.025792027176681977,0.0,0.015909080513061283,7.155768642986399e-05,0.0
Dim 343,0.013443067411146316,0.007179675085801633,0.014341667166661996,0.023090056983185343,0.0191410168551332,0.016587171754428857,0.0,0.01370175552847127,5.6220235875003496e-05,0.0
Dim 344,0.017301075509934965,0.007990290102652578,0.015381277282322846,0.019958267214273746,0.018941245553428857,0.026485618812939336,0.0,0.015006576684223782,0.00010796942546503713,0.0
Dim 345,0.013286301860282151,0.006409712687487654,0.015121923455567251,0.015483441864296637,0.012451806274549488,0.02887965878004984,0.0,0.012043560389991255,6.756217061465562e-05,0.0
Dim 346,0.017231029914807763,0.008210562026863641,0.01603863027428996,0.021502831008194015,0.023305302591693233,0.028923683297360583,0.0,0.016351730322741027,7.636880702821106e-05,0.0
Dim 347,0.023953674413889813,0.011250446510128662,0.038994293752082375,0.02671621565816415,0.015098383611126654,0.01515896914351017,0.0,0.013083519635429768,0.0001119558058411373,0.0
Dim 348,0.011131754417159547,0.00793839270109992,0.02342331456756785,0.019334376322909692,0.010642224389554257,0.04083691830266788,0.0,0.011309041632418646,6.093761008960626e-05,0.0
Dim 349,0.01756929264845191,0.009103080914650027,0.012174470370560813,0.01625575699941906,0.013731524027936629,0.029104673063028632,0.0,0.02574273829103534,9.163220757296674e-05,0.0
Dim 350,0.013869674665677801,0.010901638767973803,0.014321114085864627,0.016183896287538854,0.01704496124922649,0.06655460700236207,0.0,0.029703790035889816,0.0001345528467026123,0.0
Dim 351,0.016133150506145246,0.00991122190631495,0.014414975512003665,0.020347534483748445,0.015557156494617771,0.012413848300937265,0.0,0.012910155734916133,7.895362964504017e-05,0.0
Dim 352,0.01862332867357498,0.009172282789770479,0.012907812601326864,0.013091392799281426,0.034644028268403515,0.012828535238456253,0.0,0.013865524845381958,7.975538144499654e-05,0.0
Dim 353,0.02109490309467184,0.008276733917573392,0.012079905800413432,0.020067150549277622,0.016177231027002255,0.016246178151455976,0.0,0.01486019502283202,0.0001145927158531563,0.0
Dim 354,0.013314296037355297,0.015553082726855369,0.016711823876006063,0.011740934206147574,0.03464195206195045,0.01755409656562532,0.0,0.017590668061391052,9.660673965089968e-05,0.0
Dim 355,0.012934977424188138,0.011311653514480225,0.013653754621092489,0.0156365061615994,0.012061384090716887,0.029538222549681335,0.0,0.011319921519204414,7.110099631635247e-05,0.0
Dim 356,0.0126201430391475,0.0068049751163708734,0.013052232696148048,0.013801834483655597,0.012903193582948346,0.01339251621505437,0.0,0.025962629425804976,4.9076210488482244e-05,0.0
Dim 357,0.014234655440077177,0.006544823264565968,0.017195216900372443,0.013319529490427327,0.012219695671806124,0.034042203804236094,0.0,0.018313785208213158,6.0265034309740893e-05,0.0
Dim 358,0.011899560615952522,0.009538019027950602,0.017235887355629167,0.018513774347320353,0.010689828429226196,0.01748778469946078,0.0,0.01613407527818769,0.0001275838493745566,0.0
Dim 359,0.02112155214932677,0.006882460615660071,0.0627025875507308,0.015540954753078056,0.018371987247875317,0.03213357852601687,0.0,0.017861408012209548,0.00011048201347411557,0.0
Dim 360,0.020285219975995392,0.008185991426993196,0.01970685812643327,0.013265048823335427,0.012425256982070471,0.029875183536525293,0.0,0.014131177524835845,9.467118018796472e-05,0.0
Dim 361,0.02045441619418193,0.008128648430581512,0.02127841250751654,0.027002822428976832,0.014180429215488396,0.016247439769201642,0.0,0.015155330503633853,8.797336487428001e-05,0.0
Dim 362,0.013387363564399232,0.009103998463711955,0.011170483887159348,0.013769140893588237,0.013529193337812452,0.012127427932325874,0.0,0.012342907801244179,7.77715580278856e-05,0.0
Dim 363,0.01781101545009727,0.008826673757222743,0.014065240607041842,0.018886145396369933,0.022243325018687747,0.013090549532798,0.0,0.017751490875703907,0.00010303967104919977,0.0
Dim 364,0.01477972133162086,0.008643420723093152,0.01412071815642862,0.014056633175601805,0.010344687061862113,0.014935848484563623,0.0,0.020731404302527387,0.00010407781924116605,0.0
Dim 365,0.01258221884625504,0.00801649764455065,0.012055169284473465,0.012553911718110648,0.012204208999688076,0.010668895854834208,0.0,0.013389420895659103,8.72522232131271e-05,0.0
Dim 366,0.013999432462554973,0.01113843051829445,0.011873801058311486,0.011924114768275556,0.01449267185842939,0.015963103069557685,0.0,0.013796664739104332,7.764583595469435e-05,0.0
Dim 367,0.015103592886869114,0.006414626773595171,0.014890510640817011,0.014694696065223608,0.013894924844526313,0.012419434138786944,0.0,0.012042404092020072,4.8240975516855675e-05,0.0
Dim 368,0.02130134092039932,0.008105511224501757,0.02232794468284242,0.014527979468923286,0.01645374965864941,0.01304784158197848,0.0,0.016061383978024448,0.0001437356904357975,0.0
Dim 369,0.014205846735158548,0.00905019205004226,0.01206533775509286,0.01507924877824506,0.01625778090043081,0.015183729290963496,0.0,0.009663261775483739,0.00010339687846877812,0.0
Dim 370,0.025350497603612347,0.006160670791901138,0.012857228412190839,0.013292698057064614,0.012222744968538948,0.0233175416185176,0.0,0.01262562003031046,7.17808990646512e-05,0.0
Dim 371,0.013340644863693272,0.009543617339537255,0.013120461087412735,0.013039069979565204,0.014768911909022952,0.017016681216073314,0.0,0.013643985437881853,7.82570221091191e-05,0.0
Dim 372,0.012490881074193518,0.010317733566230532,0.01823671658344009,0.017693715430842322,0.015106973767222542,0.012812329154149833,0.0,0.014015903571569179,6.671250248141636e-05,0.0
Dim 373,0.014712626252623194,0.013582000285878434,0.01200591492264779,0.018442885815040666,0.012406220334435673,0.019998587778713807,0.0,0.011371161504289178,5.729765850750749e-05,0.0
Dim 374,0.012426934677219814,0.009135781964233388,0.014873055588563996,0.04924177600932646,0.02401184464098577,0.01070311003651087,0.0,0.038785369119889675,0.00012288183186795793,0.0
Dim 375,0.012900594759388907,0.006870588633595432,0.01285655810377592,0.02994328878747728,0.016932193574166296,0.020334812022495537,0.0,0.02166994493504384,7.30330955452631e-05,0.0
Dim 376,0.023013792896559637,0.010779011176716894,0.01152089441568807,0.045144279309461736,0.01976444909722713,0.022290901002913893,0.0,0.010892438463856126,9.895122007149915e-05,0.0
Dim 377,0.012146348141368429,0.006964753589747156,0.019987809201494275,0.017926846929816387,0.012828390360021362,0.041365079315840214,0.0,0.01628665736639197,9.850879845153537e-05,0.0
Dim 378,0.01837044945022277,0.011288932540352658,0.015341660915301399,0.012542020010877727,0.011451588032974478,0.018712868079419815,0.0,0.01504636764775579,7.358605151622513e-05,0.0
Dim 379,0.030688214066420205,0.008312462562746498,0.0114585625675896,0.018158794618651292,0.013644651646740103,0.016380644429598933,0.0,0.021374948935954746,0.00010617424158776766,0.0
Dim 380,0.01526869748221371,0.006283636903037994,0.013886813484731213,0.02168651389241165,0.018284769469129263,0.01387632384602143,0.0,0.01342951340420236,9.967460269005553e-05,0.0
Dim 381,0.013047883387010763,0.006462379680366234,0.015039271211765464,0.02250356782630368,0.01660077386364588,0.018112070505635444,0.0,0.013537577155770314,7.845416610140327e-05,0.0
Dim 382,0.014366637506306451,0.014497292586387116,0.01652726870875681,0.02930497817853166,0.01062908862232011,0.023812797535642055,0.0,0.012813947347470104,0.00010431715402078194,0.0
Dim 383,0.02134223463037028,0.009251354729787659,0.013126872422592325,0.02275329872184209,0.012358227003889053,0.050708570276136254,0.0,0.015585606877130906,8.646779167907962e-05,0.0
Dim 384,0.012772949704642137,0.007233765674032068,0.012217259314435711,0.028784984664207588,0.011520511626801653,0.012549647980697631,0.0,0.011879616329795404,7.135577557965083e-05,0.0
Dim 385,0.012336788518381069,0.007444757652000917,0.010861593794054087,0.011883602358591962,0.019301408261941013,0.023912823098696176,0.0,0.021839697315556524,0.00014053976861203387,0.0
Dim 386,0.012468634952249428,0.00956578900664708,0.012340612254445979,0.012650713527620044,0.012566944643408668,0.017572686502458853,0.0,0.032673244232402324,6.601424057272236e-05,0.0
Dim 387,0.01193864649306578,0.006993423663141412,0.01325611684936975,0.02267781160998266,0.01466643566740859,0.020658954774222818,0.0,0.013408037193019933,5.8216918035985494e-05,0.0
Dim 388,0.013023172377353315,0.009959848812252951,0.012212785473598553,0.016362824349821333,0.014631230016204463,0.035631855110444054,0.0,0.01223414941713327,9.5313440211242e-05,0.0
Dim 389,0.013180381829053118,0.0062537796203315866,0.014318758836789243,0.025626846990332356,0.015616134103689885,0.017115831690799527,0.0,0.029694942501349502,0.00010223150821360022,0.0
Dim 390,0.018206478579910323,0.007169933063845302,0.012121751274725215,0.01506542198424787,0.018265519145768776,0.046723321581505925,0.0,0.012005705876130436,7.957576546626378e-05,0.0
Dim 391,0.016909455604783203,0.008262441282113836,0.011800831281688367,0.03573225679464268,0.01854197671905987,0.05274754788461096,0.0,0.01171957071713322,0.00010822608477600813,0.0
Dim 392,0.012759855685228659,0.007744423844951059,0.01723939145324809,0.013050999786244919,0.014635043802190212,0.01373224779889321,0.0,0.02054371141043672,0.00010684371008052519,0.0
Dim 393,0.01819902475896447,0.006238183902172815,0.015623569020258767,0.016221845755589267,0.012106923061626218,0.017823898103472118,0.0,0.012306590797405271,0.00011593130252698237,0.0
Dim 394,0.014419287633740332,0.00918923511424353,0.04534456693275822,0.01916071456458888,0.012225776601957282,0.015082280942679011,0.0,0.013014864584627701,5.557768162127026e-05,0.0
Dim 395,0.015527271534977958,0.008566642765889962,0.028265831457855602,0.012842814989072542,0.014299348657714152,0.014145199988859096,0.0,0.011984837034049848,8.620702790191847e-05,0.0
Dim 396,0.015269403534662905,0.00845848965829506,0.013010132528395097,0.05384878925009543,0.013494385109900881,0.01981066221925394,0.0,0.009835646173076982,6.821724607106515e-05,0.0
Dim 397,0.013238958201909986,0.008052229510365216,0.02619840901277228,0.013840652968575545,0.012223478293402373,0.024135706866942046,0.0,0.013025535133509597,7.715194194100781e-05,0.0
Dim 398,0.020177886806831215,0.006762829857176046,0.012777889202552033,0.01610491992287246,0.011727143734316544,0.014254550247525493,0.0,0.01194344576453633,9.639172280180324e-05,0.0
Dim 399,0.021811326458844246,0.00751999058912218,0.03057820731178817,0.013440836650828278,0.012521414204146078,0.03138957839073562,0.0,0.01663068705224822,9.673657270937048e-05,0.0
Dim 400,0.010283656776067142,0.008350396882891407,0.012068728138223518,0.02061968463024432,0.014957211421526373,0.021719186940645153,0.0,0.011681905733961178,9.21508578151568e-05,0.0
Dim 401,0.011372297306448006,0.008599943627617474,0.014514077298663457,0.014171939569074568,0.016261118652540762,0.013043925957917124,0.0,0.01434088929259228,8.772087236170502e-05,0.0
Dim 402,0.013278145929137133,0.006778186841011522,0.013720310727007431,0.01519406760424012,0.01196656247587779,0.019874773230730766,0.0,0.018534707595922715,7.719768656117794e-05,0.0
Dim 403,0.017886974849252297,0.007936753434484375,0.01564977089505953,0.014957759103617565,0.014433130424160114,0.017311385959377312,0.0,0.014085052432231638,7.048533214698866e-05,0.0
Dim 404,0.014461681344571637,0.014093821511803727,0.012110963397579005,0.02435811750567147,0.01334292607406586,0.014076759610101802,0.0,0.012931371040375856,6.677103118719008e-05,0.0
Dim 405,0.011948762006181356,0.009358198105885812,0.013436417091451916,0.013514599139857595,0.010820260792899047,0.017995419275277043,0.0,0.012275075572892181,0.00010146196100131224,0.0
Dim 406,0.011097310887557428,0.006699405171769287,0.01258761161331215,0.016460439364427076,0.022400089177779286,0.01887446885800067,0.0,0.030143967087127157,7.326194251394002e-05,0.0
Dim 407,0.014110052581555628,0.006995175386088714,0.0553833234931892,0.03654267502275891,0.012358619963993813,0.015354918850630846,0.0,0.013242996282427831,0.00014710128404813263,0.0
Dim 408,0.017376824239338427,0.008163746963274359,0.011130759607168155,0.03305788788305956,0.014034745379061749,0.01183140786811352,0.0,0.023375542193256826,8.345823578387544e-05,0.0
Dim 409,0.013162450808795197,0.007511977441828375,0.03055661488321135,0.015292957125529388,0.019091094499482958,0.025015218958283684,0.0,0.014675654375781489,0.00010535723737087586,0.0
Dim 410,0.011810471101576136,0.006550660455980083,0.013978614852013616,0.01343611124305987,0.015880698450507942,0.013445801619597558,0.0,0.02004471713681095,0.00012737818813022384,0.0
Dim 411,0.013172411668972378,0.007724495368278034,0.021796742150361894,0.01612594741495812,0.012206402854700335,0.01414620252240738,0.0,0.013040291561942297,0.00010347468191544499,0.0
Dim 412,0.014254487219220931,0.006218620863121716,0.012501982994544102,0.02758519745827386,0.01294788316101055,0.02865802753429723,0.0,0.013447168402926719,7.822898184184292e-05,0.0
Dim 413,0.018370077904665955,0.006542829817462988,0.01388459676909893,0.011602531270924041,0.02515782230363846,0.013236807619749122,0.0,0.05575258143770578,7.983594762190805e-05,0.0
Dim 414,0.014980849009413091,0.0071843492691861495,0.015051107721759634,0.0170237453977442,0.015060185735734836,0.026508251934910732,0.0,0.011337972968000903,0.00010551148397735299,0.0
Dim 415,0.01439109008904747,0.006099597432348914,0.025532947909380547,0.013480420421569944,0.012945106694303597,0.012893503180873619,0.0,0.014221005474587945,0.00010176443071723947,0.0
Dim 416,0.01901732354015039,0.009392441667345977,0.013798654539490144,0.014392868623899874,0.0120598686592573,0.012462329452578674,0.0,0.015593834550882122,0.00013954393764976537,0.0
Dim 417,0.01445120696702748,0.010900846791161253,0.016235078797286306,0.011714620335672983,0.020373198912511957,0.01462878028943087,0.0,0.015671460345463475,8.270720533222596e-05,0.0
Dim 418,0.011510678407524443,0.007016887082121021,0.015946524287662436,0.01984948691394372,0.012082181236229665,0.016519474375191797,0.0,0.012191872602267121,7.818669794052696e-05,0.0
Dim 419,0.015685595222041385,0.005472481202588035,0.019101287540943732,0.01471266774694218,0.011811772538528071,0.014206302803697377,0.0,0.013855144515675604,9.748979971852293e-05,0.0
Dim 420,0.04116710782418092,0.0063889039989268636,0.012941599279776629,0.03250417384709563,0.014951996757627421,0.02844009477423637,0.0,0.019337690846988227,8.771330640900902e-05,0.0
Dim 421,0.01149418937477425,0.006641765023219642,0.01142306587063396,0.01376725341849927,0.011950658228682466,0.03244274622258292,0.0,0.029177400317896375,0.00011446038673425532,0.0
Dim 422,0.015275319334538543,0.007651741459836987,0.02497870530190884,0.029050345538757637,0.022299320441042624,0.024138560810009976,0.0,0.014087916362351191,6.06670487755139e-05,0.0
Dim 423,0.015165109670261922,0.007191873175607867,0.014349728035572539,0.02253250745900893,0.011209432730050484,0.04085302298055041,0.0,0.028902783794530568,0.0001055533878734581,0.0
Dim 424,0.011879177058318997,0.0097282763313737,0.012340231316675365,0.02924736236409476,0.014314650839427479,0.010499647005077049,0.0,0.013974029941737348,6.650031544287626e-05,0.0
Dim 425,0.014927866157865368,0.008916029207171485,0.017454215911088325,0.016827174175974464,0.010860049255272878,0.012100234511988661,0.0,0.013119111613342201,6.536429444019966e-05,0.0
Dim 426,0.01617891611807411,0.00690126212355346,0.058075134220691556,0.012685212054663495,0.01293826301154052,0.012424188941009731,0.0,0.011735741882934244,6.952660664014767e-05,0.0
Dim 427,0.012484175888955708,0.0058252711346753775,0.013411793085747012,0.012470693420097921,0.012198166578955541,0.014744707244214453,0.0,0.022229165160227105,9.624377454081109e-05,0.0
Dim 428,0.013590215252330003,0.012907336177940633,0.047033844165673286,0.012909780607201571,0.01966109988351076,0.04119881390216359,0.0,0.01296898320961672,9.299299041041429e-05,0.0
Dim 429,0.018607929755242433,0.007137189132095669,0.01518818728610894,0.012591481015346757,0.012736041497125547,0.012312552941859378,0.0,0.01508459905554256,0.00011797028207852999,0.0
Dim 430,0.02039234781659358,0.008157017715604818,0.011501793531495282,0.011976661859426262,0.0171400354163819,0.02057953839853345,0.0,0.012639545009321808,7.879580682259445e-05,0.0
Dim 431,0.012722267111620602,0.010871209197421702,0.01332523983683739,0.014375769279645373,0.019033468055918434,0.022836740050464772,0.0,0.013516965714689093,7.807536766790838e-05,0.0
Dim 432,0.014555138708234126,0.010266168070764773,0.012653665521049786,0.020076674168631348,0.013580016006727811,0.028384826943472673,0.0,0.02895510578664579,9.556661931267256e-05,0.0
Dim 433,0.012133119890152394,0.009018772809941055,0.012962333826465621,0.016015166792364064,0.012972849781909197,0.014262529694926408,0.0,0.013048293071537055,7.439229813082729e-05,0.0
Dim 434,0.054337843771602556,0.009552088514361488,0.014062087986594564,0.012638959506465557,0.016070294268227425,0.038065182377309985,0.0,0.011213194154874909,0.0001282808550895093,0.0
Dim 435,0.027390619497477384,0.008777670552221176,0.019396696139416,0.013174990990897546,0.013230524751369963,0.01298600180990288,0.0,0.011966247695586624,9.326499623410142e-05,0.0
Dim 436,0.013064312344740084,0.006972250699899225,0.021736535537817302,0.01955406909811172,0.011178942743512976,0.013292361407407029,0.0,0.020621791924601778,5.884069205468705e-05,0.0
Dim 437,0.011679070112640612,0.007783478848484394,0.01344172842177523,0.03303548765452057,0.012580207946352407,0.014292106178498715,0.0,0.01096583132988067,8.173636950366533e-05,0.0
Dim 438,0.012592569598294991,0.0072589362835268146,0.028962637818802758,0.019315633422336956,0.013581827548148497,0.012867896135361368,0.0,0.016837009829083923,8.689802314284733e-05,0.0
Dim 439,0.012533040831620625,0.013400982851404593,0.01283419105660007,0.015753618374147467,0.012202201011811607,0.013493335290119654,0.0,0.014354425149803734,0.00010170440727773102,0.0
Dim 440,0.014221339286901514,0.00761462902529393,0.017356142993063355,0.01584247526832195,0.013762900155409645,0.013163948493684548,0.0,0.015044763760791722,7.501449643368662e-05,0.0
Dim 441,0.028147481875425418,0.011663048292976002,0.012867735875520758,0.014167653782271805,0.01231403701609026,0.018459596852950094,0.0,0.01259024917589455,6.812812642290782e-05,0.0
Dim 442,0.02376802906416668,0.007302876824987173,0.014229300413746147,0.01687996410904391,0.032565635241251875,0.018266216308388903,0.0,0.013957173069098284,9.3603897117147e-05,0.0
Dim 443,0.010897463134093819,0.007409211952947474,0.01539866936968321,0.013866162013183084,0.011412893062326287,0.027255998149189258,0.0,0.011508134061658397,0.00011926272505452552,0.0
Dim 444,0.01783249961445052,0.006875387018125279,0.014952711443766453,0.01404380470055736,0.013222945218995984,0.02893994266423296,0.0,0.01688251320662551,5.428877684008034e-05,0.0
Dim 445,0.011119340480771294,0.01528537639441215,0.012452054761891096,0.01224157910932742,0.013069135264895029,0.022578900889536534,0.0,0.011786447572759796,6.191260038078853e-05,0.0
Dim 446,0.016125706323467725,0.010905456416438683,0.012540641983785067,0.021437184134569413,0.014127773553658197,0.0176391852534239,0.0,0.014624002799154424,8.430603602115137e-05,0.0
Dim 447,0.01340644973055355,0.007946511952887028,0.01918208630456152,0.01832976522027006,0.02051954755744444,0.03037234817213052,0.0,0.01223523699823524,0.00012834579014072973,0.0
Dim 448,0.013071671816431088,0.013394439659020083,0.03460365693360775,0.012618069935818434,0.010775172798874752,0.01601016915272941,0.0,0.01661945986676403,0.00011832560491178675,0.0
Dim 449,0.014765084594690149,0.006724606510082596,0.018406069230063684,0.019342599370002964,0.016115251522102764,0.012628007515104518,0.0,0.015399499203136399,0.00012102111671701522,0.0
Dim 450,0.02905735309515831,0.007020821712281693,0.01513377843627262,0.013717822810229693,0.012888584125019528,0.011186774644215202,0.0,0.013910612701274323,7.278087973850708e-05,0.0
Dim 451,0.01345375158952524,0.010026748463371152,0.015397961208325772,0.013219821361752435,0.014641681491929844,0.01877830913464285,0.0,0.04915643065226443,8.612347549173899e-05,0.0
Dim 452,0.010823613850669015,0.013421832058479802,0.0196734514089267,0.013701532757887465,0.020167881512048468,0.011999748117151097,0.0,0.01594108423767941,6.738964688650026e-05,0.0
Dim 453,0.013734690607366396,0.011930672650101833,0.02519813438946827,0.02855914839779361,0.014209189097589833,0.033388472228110096,0.0,0.02651780398385603,7.53099883821379e-05,0.0
Dim 454,0.03717465998045163,0.009022019800586685,0.011816257413828784,0.017710550095119206,0.015702940119303906,0.024706090253302716,0.0,0.011898423651743328,0.0001166880895805709,0.0
Dim 455,0.012416475081608152,0.007065573021390485,0.013048706724264062,0.013417501786215421,0.011490514725092374,0.012119810299601708,0.0,0.018759522713237494,6.537114260351643e-05,0.0
Dim 456,0.018978565710317617,0.012664306810525655,0.02564942534108852,0.014490813174288145,0.013426797035699467,0.01437558848620036,0.0,0.017456048577657993,7.03489226783377e-05,0.0
Dim 457,0.014536898095875604,0.006445356686891266,0.014016115984034037,0.01693546092444723,0.015247218951569658,0.012751336395541437,0.0,0.014306093705016251,0.00013459554317674116,0.0
Dim 458,0.011906978955132272,0.007246258712484151,0.013837829448789965,0.013466329124199795,0.012145398705438293,0.03257887482938208,0.0,0.010862752918044094,0.00014138145771373312,0.0
Dim 459,0.027341604757770536,0.008288868230654087,0.012086503155236674,0.011953715474651115,0.016512267536782536,0.03443014110680381,0.0,0.013645832709754845,8.518751419245279e-05,0.0
Dim 460,0.01484993209084228,0.01203781232572663,0.026816977648097356,0.012364796756330359,0.015170895370898703,0.04571036382547183,0.0,0.013985582595382021,9.474741487303757e-05,0.0
Dim 461,0.0120264398415203,0.006713975443112917,0.02813336528536207,0.01290523019033732,0.017318852540243065,0.039396648967225154,0.0,0.037979272131884845,9.60018202933963e-05,0.0
Dim 462,0.01602378945300206,0.007008970281106967,0.012720786485100622,0.012668202492703047,0.01197314412014708,0.013204138071114868,0.0,0.010953675384599569,5.676831012508232e-05,0.0
Dim 463,0.016538241186277367,0.010971181433730583,0.017096680848530714,0.02053373137202783,0.012289507627625824,0.019518770500016523,0.0,0.011562703861128697,0.00015761129691150666,0.0
Dim 464,0.012126718091121778,0.006993942141320584,0.014502438142487068,0.01784387747880891,0.014395774181504147,0.021425697679877724,0.0,0.013348452922095834,9.570411782956711e-05,0.0
Dim 465,0.09869884686808457,0.008990353581015794,0.033285875204290945,0.014667336400565579,0.012479491451756178,0.012235782979949632,0.0,0.014226036269940286,8.975086010710816e-05,0.0
Dim 466,0.013201323616207862,0.006623913653931936,0.08944627517935805,0.012990656136677438,0.01151679694546102,0.014469608715630838,0.0,0.013826435000644224,8.997260348613353e-05,0.0
Dim 467,0.01871306355327355,0.00669218135420469,0.02140678458563266,0.012600517830754273,0.01900933839353209,0.012203201776113224,0.0,0.024570390623016605,8.732589497711052e-05,0.0
