Feature,camem_bert_base_embeddings,distilled_bert_base_cased,flaubert_base_cased,flaubert_base_uncased,flaubert_large_uncased,flaubert_small_cased,mbert_base_cased,mbert_base_uncased,xlmr_r_large,xlm_roberta_base,Mean Importance
Dim 386,0.004852862493311917,0.02441656942823805,0.005260299625468243,0.00423194614443092,0.003191011235955031,0.011099250936329633,0.05781796966161031,0.02203218562874254,0.008835078534031364,0.0037892670157067872,0.014552644070382478
Dim 70,0.007849117174959942,0.05386814469078194,0.026211610486891534,0.008968788249694024,0.003659176029962545,0.007647940074906444,0.00883313885647603,0.002806886227544887,0.014784031413612562,0.010883507853403097,0.0145512341058233
Dim 507,0.02728464419475671,0.016598599766627812,0.005323970037453261,0.018779069767442116,0.01907865168539345,0.005342696629213573,0.02272462077012838,0.02649700598802406,0.002715968586387423,0.0010274869109947646,0.014537271433642158
Dim 995,,,,,0.011831460674157327,,,,0.017198952879581182,,0.014515206776869256
Dim 2,0.006835205992509411,0.042205367561260226,0.03350187265917623,0.021017441860465284,0.0010730337078651573,0.02012359550561817,0.0017736289381563553,0.011336077844311449,0.005962041884816722,0.00130890052356021,0.014513716647773919
Dim 173,0.0396736222578921,0.003990665110851784,0.01620411985018741,0.0038096695226438743,0.0032228464419475455,0.002320224719101092,0.009043173862310334,0.02830464071856297,0.03602094240837701,0.0024999999999999914,0.014508990489187412
Dim 764,0.013694489031567716,0.032409568261376906,0.011117977528089965,0.008479192166462734,0.010765917602996304,,0.031137689614935862,0.010845808383233598,0.010903141361256499,0.0010209424083769635,0.014486080706477396
Dim 940,,,,,0.009567415730337115,,,,0.019391361256544525,,0.014479388493440819
Dim 532,0.0065730337078652255,0.04249708284714122,0.01662734082397019,0.026023561811505707,0.0018483146067415478,,0.0008226371061843641,0.021882485029940144,0.01242146596858636,0.0015968586387434534,0.014476975615630914
Dim 373,0.014927768860353179,0.031703617269544966,0.004509363295880197,0.015013769889841063,0.004185393258426995,0.013222846441947643,0.02832555425904322,0.007833083832335344,0.022107329842931952,0.002787958115183236,0.014461668506548777
Dim 64,0.0005805243445692879,0.016901983663944027,0.006303370786516946,0.004654222766217969,0.005850187265917711,0.02993820224719114,0.023127187864644152,0.026852544910179705,0.02551701570680631,0.004888743455497356,0.014461398301148462
Dim 427,0.0063991439272338664,0.005093348891481886,0.0056441947565543885,0.0063448592411261264,0.0046123595505618625,0.00663857677902631,0.07193698949824978,0.037406437125748614,0.00018324607329842934,0.0003337696335078536,0.014459292547678911
Dim 681,0.010270197966827276,0.000793465577596266,0.02540262172284659,0.028089045287637948,0.012082397003745374,,0.003704784130688427,0.0421482035928144,0.006151832460732951,0.0013416230366492146,0.014442685642170942
Dim 11,0.0016185125735687395,0.01408984830805137,0.02525093632958814,0.016439718482252313,0.006389513108614333,0.025243445692884066,0.0401866977829639,0.004105538922155657,0.008180628272251259,0.00240837696335078,0.014391321643568055
Dim 541,0.019039593365436147,0.023687281213535603,0.0013595505617977374,0.004770501835985403,0.01603745318352074,,0.007987164527421188,0.03255239520958093,0.019280104712041914,0.004502617801047096,0.014357406934485197
Dim 755,0.007784911717496077,0.021808634772462115,0.016073033707865253,0.01585832313341519,0.009500000000000048,,0.0110151691948658,0.02525449101796411,0.021086387434555025,0.0008246073298429324,0.014356173145385173
Dim 1007,,,,,0.014091760299625567,,,,0.014587696335078542,,0.014339728317352054
Dim 608,0.005494917067950786,0.007287047841306836,0.011033707865168588,0.009186046511627962,0.008664794007490694,,0.03206534422403735,0.01998877245508984,0.034024869109947675,0.001289267015706807,0.014337196233147394
Dim 322,0.029499732477260752,0.021458576429404925,0.008700374531835255,0.005919522643818916,0.00932771535580529,0.014295880149812836,0.02189614935822637,0.010621257485030006,0.019908376963350804,0.0017342931937172751,0.014336187858826241
Dim 139,0.018638309256286883,0.006511085180863435,0.007857677902621787,0.0405706854345167,0.01649250936329604,0.008752808988764113,0.01883313885647613,0.007945359281437124,0.014142670157068053,0.003599476439790562,0.014334372086112082
Dim 8,0.042477260567148324,0.012479579929988355,0.0002715355805243446,0.006716646266829918,0.005934456928839042,0.024840823970037583,0.016668611435239268,0.027226796407185692,0.004365183246073276,0.0023494764397905712,0.014333037077165637
Dim 414,0.017001070090957766,0.010425904317386193,0.01145318352059932,0.008915238678090617,0.010960674157303445,0.019140449438202457,0.046085180863477265,0.0101534431137725,0.00878272251308896,0.00020942408376963356,0.014312729077664815
Dim 274,0.03231674692348862,0.021423570595099244,0.02415730337078665,0.000960832313341484,0.009612359550561868,0.0002621722846441948,0.012975495915986023,0.017140718562874285,0.02304319371727751,0.0010667539267015707,0.014295914716076144
Dim 379,0.04397538790797225,0.011913652275379223,0.0048370786516854615,0.011915544675642733,0.004889513108614302,0.0094531835205993,0.013704784130688489,0.022642215568862332,0.010274869109947588,0.009339005235602046,0.014294523418499372
Dim 907,,,,,0.01852996254681665,,,,0.010052356020942357,,0.014291159283879504
Dim 607,0.019208132691278846,0.012584597432905471,0.007955056179775363,0.0002493880048959608,0.003621722846441949,,0.029451575262543828,0.017361526946107864,0.03746727748691101,0.0006544502617801049,0.014283747456960046
Dim 364,0.010644729802033244,0.018751458576429438,0.015279026217228556,0.0023240514075887043,0.0022958801498127036,0.00804681647940081,0.002590431738623092,0.04583083832335336,0.030778795811518336,0.00621073298429316,0.01427527614902814
Dim 176,0.02856607811664004,0.04079346557759634,0.004000000000000028,0.006819155446756472,0.00652621722846451,0.01599625468164809,0.0035414235705950817,0.01477919161676651,0.02129581151832462,0.00039267015706806273,0.014271026791385977
Dim 152,0.015957731407169672,0.010799299883313853,0.0257078651685394,0.014339045287637837,0.003735955056179788,0.006747191011236038,0.013488914819136558,0.009491017964071912,0.02947643979057595,0.01276832460732983,0.014251178499519086
Dim 623,0.01253879079721782,0.017940490081680322,0.016235955056179974,0.006208690330477425,0.00132958801498126,,0.0012602100350058338,0.047354041916167815,0.01936518324607333,0.005988219895287922,0.014246796597007968
Dim 903,,,,,0.019953183520599473,,,,0.00853403141361251,,0.014243607467105991
Dim 475,0.02987961476725539,0.003232205367561238,0.021308988764045092,0.014876070991432242,0.012790262172284711,0.0025374531835205627,0.007193698949824923,0.04531437125748521,0.0020615183246073237,0.0030693717277486755,0.014226355550576535
Dim 188,0.008424291064740585,0.008185530921820236,0.012166666666666735,0.008838739290085723,0.017374531835206163,0.003955056179775314,0.03938156359393232,0.02997754491017973,0.01270942408376963,0.0011714659685863878,0.014218481451476283
Dim 383,0.02733547351524892,0.015355892648774846,0.006799625468164869,0.016406058751530162,0.00013670411985018736,0.03384831460674177,0.0012135355892648775,0.030430389221556973,0.0034751308900523377,0.00709424083769629,0.014209536564888122
Dim 60,0.01513643659711082,0.013658109684947522,0.009406367041198536,0.010585985312117626,0.005022471910112429,0.015868913857678038,0.03455075845974336,0.022511227544910244,0.015019633507853401,0.00020287958115183246,0.014196278349682382
Dim 862,,,,,0.02494756554307131,,,,0.003442408376963331,,0.01419498696001732
Dim 329,0.015302300695559122,0.012275379229871652,0.005722846441947655,0.024947980416156767,0.008423220973782827,0.02260674157303388,0.003920653442240354,0.031845059880239605,0.005798429319371702,0.01099476439790572,0.014183737637010927
Dim 313,0.012185660781166448,0.010157526254375684,0.0206254681647942,0.007882496940024526,0.006086142322097481,0.015179775280899005,0.0019778296382730407,0.030082335329341448,0.032598167539267094,0.0049934554973821805,0.01417688577476211
Dim 1021,,,,,0.0019662921348314335,,,,0.026380890052356054,,0.014173591093593743
Dim 53,0.022905296950240878,0.016102683780630112,0.01755430711610509,0.029097307221542367,0.004013108614232234,0.013365168539325926,0.018325554259043222,0.0035516467065867937,0.013442408376963358,0.003357329842931921,0.01417148114076019
Dim 582,0.036781701444622894,0.02935822637106192,0.015220973782771659,0.00985771113831095,0.016114232209738004,,0.003523920653442221,0.0012986526946107714,0.010255235602094183,0.005130890052355997,0.014171282661000956
Dim 478,0.018988764044943887,0.02268378063010505,0.008475655430711687,0.008525091799265656,0.00030337078651685416,0.007445692883895197,0.03675612602100357,0.016220059880239564,0.015327225130890043,0.006891361256544461,0.014161712786411599
Dim 609,0.013873729266987716,0.03928821470245043,0.009084269662921423,0.012783047735618277,0.005043071161048754,,0.0030163360560093227,0.011193862275449174,0.027643979057591573,0.005445026178010446,0.014152392899565235
Dim 473,0.01799090422685935,0.03736872812135359,0.0032490636704119668,0.01606028151774807,0.013672284644194864,0.02451685393258443,0.013938156359393284,0.009333832335329376,0.002545811518324596,0.0027421465968586307,0.014141806292305815
Dim 311,0.011008560727661921,0.026126021003500664,0.012475655430711665,0.010422276621787107,0.015323970037453356,0.010039325842696671,0.038028004667444625,0.010494011976047981,0.0038678010471204015,0.0035732984293193547,0.014135892578374377
Dim 474,0.004890315676832504,0.04870478413068847,0.00884644194756558,0.003471542227662215,0.010299625468164831,0.002320224719101093,0.012911318553092183,0.037773203592814435,0.0012892670157068067,0.010791884816753881,0.0141298608148382
Dim 399,0.023274478330658235,0.01513418903150528,0.030114232209738048,0.003760709914320743,0.003541198501872655,0.021140449438202397,0.016231038506417758,0.020741017964071885,0.005909685863874309,0.0013874345549738216,0.014123443431563512
Dim 544,0.010730337078651784,0.0258226371061844,0.004333333333333367,0.006147490820073503,0.006683520599251019,,0.02040840140023344,0.02871257485029949,0.019901832460733033,0.004332460732984274,0.01411917648686048
Dim 850,,,,,0.0031985018726591523,,,,0.025039267015706832,,0.014118884444182992
Dim 239,0.026768325307651268,0.008611435239206478,0.019906367041198657,0.0018864749082007084,0.014741573033708015,0.015705992509363435,0.024539089848308115,0.01776946107784435,0.0077945026178010066,0.0034162303664921297,0.014113945194977417
Dim 754,0.006923488496522276,0.007082847141190152,0.016670411985018913,0.0032542839657283,0.002945692883895091,,0.010653442240373361,0.06878368263473057,0.009109947643979,0.001518324607329842,0.014104680177640834
Dim 72,0.0064794007490637335,0.026196032672112055,0.014803370786516962,0.0024586903304773242,0.004116104868913898,0.022352059925093797,0.0016394399066511057,0.027163173652694696,0.02788612565445035,0.007945026178010416,0.01410394247239843
Dim 5,0.012659176029962601,0.0030513418903150374,0.01179400749063675,0.0013831089351285005,0.020960674157303568,0.025164794007490797,0.02606184364060682,0.017252994011976053,0.017886125654450306,0.004803664921465946,0.014101773073933638
Dim 278,0.02172819689673634,0.005910151691948619,0.004191011235955092,0.004426254589963359,0.010767790262172342,0.009910112359550607,0.033168028004667435,0.04161676646706593,0.006400523560209391,0.0028010471204188386,0.014091988218868798
Dim 184,0.024577314071696218,0.013331388564760805,0.008003745318352113,0.01985159118727069,0.009529962546816548,0.002144194756554279,0.013862310385064205,0.037436377245509155,0.011171465968586348,0.0009162303664921467,0.014082458041110251
Dim 76,0.006519529159978642,0.012368728121353558,0.004790262172284717,0.02753824969400261,0.0017865168539325615,0.014659176029962664,0.03677362893815642,0.012687125748503057,0.012558900523560191,0.011132198952879535,0.014081431619461396
Dim 987,,,,,0.0007359550561797701,,,,0.027408376963350866,,0.014072166009765318
Dim 1000,,,,,0.0077640449438202905,,,,0.020333769633507925,,0.014048907288664108
Dim 938,,,,,0.012878277153558102,,,,0.015215968586387432,,0.014047122869972766
Dim 566,0.00852327447833077,0.025420070011668666,0.0016254681647939874,0.00032894736842105257,0.015790262172284783,,0.013681446907818006,0.03288173652694616,0.023723821989528823,0.004397905759162279,0.014041437042106059
Dim 491,0.014336543606206568,0.028996499416569437,0.022973782771535757,0.02752600979192185,0.0033820224719101027,0.0004737827715355791,0.014959159859976714,0.004977544910179607,0.021321989528795847,0.0014528795811518309,0.01404002147097833
Dim 256,0.020513643659711193,0.007362893815635886,0.005739700374531923,0.03298194614443108,0.01472097378277164,0.015232209737827898,0.008191365227537882,0.02608158682634736,0.0042015706806282525,0.005013089005235578,0.014003897925465872
Dim 166,0.014989299090422738,0.010618436406067647,0.007870786516854009,0.022974296205630497,0.007932584269662969,0.009619850187265981,0.013162193698949855,0.022309131736527023,0.030032722513089034,0.0004057591623036647,0.013991505978677344
Dim 368,0.02379882289994664,0.013908984830805155,0.01929026217228477,0.007570379436964527,0.016303370786516985,9.363295880149822e-06,0.02117852975495919,0.020606287425149753,0.016210732984293187,0.0010340314136125662,0.013991076500041291
Dim 975,,,,,0.020033707865168716,,,,0.007931937172774824,,0.01398282251897177
Dim 501,0.015674157303370802,0.009638273045507535,0.015417602996254791,0.003075275397796834,0.003902621722846465,0.011245318352059986,0.06938739789965002,0.002395209580838309,0.0014921465968586371,0.007401832460732945,0.013962983535591634
Dim 38,0.007057249866238691,0.02297549591598606,0.04541947565543088,0.002421970624234971,0.011121722846442014,0.000346441947565543,0.025752625437572937,0.014801646706586874,0.009548429319371677,0.0001112565445026178,0.013955631486393224
Dim 307,0.005222043873729275,0.01725787631271884,0.02812359550561814,0.0006043451652386736,0.010580524344569313,0.01506554307116122,0.04183780630105027,0.004315119760479002,0.011321989528795776,0.004921465968586358,0.013925030983194689
Dim 116,0.0013643659711075336,0.027275379229871714,0.0030018726591759903,0.019140146878825214,0.007428838951310912,0.025908239700374733,0.00421236872812133,0.03763098802395222,0.004829842931937149,0.0084424083769633,0.013923445145164007
Dim 988,,,,,0.00849812734082403,,,,0.01933900523560212,,0.013918566288213075
Dim 456,0.02339218833600873,0.028144690781796988,0.02826779026217245,0.0032374541003672213,0.007365168539325911,0.007610486891385832,0.006108518086347686,0.01084955089820365,0.018147905759162357,0.005510471204188455,0.01386342248589593
Dim 763,0.03013911182450519,0.030472578763127228,0.012449438202247247,0.010579865361077185,0.004471910112359603,,0.011406067677946323,0.014030688622754547,0.010602094240837641,0.0006086387434554972,0.013862265949812274
Dim 331,0.007755484216158457,0.029871645274212412,0.012762172284644276,0.013376682986536258,0.001088014981273396,0.02202808988764065,0.021061843640606828,0.022170658682634778,0.005471204188481649,0.0030366492146596705,0.01386224453568484
Dim 905,,,,,0.017679775280898997,,,,0.00999345549738215,,0.013836615389140574
Dim 448,0.005949705724986677,0.022777129521586947,0.031799625468164894,0.0029452264381884933,0.00209363295880147,0.011363295880149865,0.04070595099183203,0.01258607784431143,0.006825916230366445,0.001269633507853403,0.013831619456624164
Dim 765,0.015200642054574666,0.009661610268378012,0.01563857677902631,0.0174235006119953,0.007108614232209804,,0.007047841306884435,0.03739146706586841,0.012918848167539252,0.0020746073298429277,0.013829523090702126
Dim 155,0.010243445692883992,0.01104434072345389,0.023865168539325996,0.010895042839657391,0.01435205992509376,0.010382022471910172,0.01073512252042007,0.03815494011976057,0.0072513089005235105,0.001151832460732985,0.013807528419376231
Dim 426,0.019272338148742758,0.009824970828471367,0.031552434456929006,0.005795593635251005,0.001996254681647914,0.003275280898876383,0.03883313885647616,0.0023690119760478865,0.02019633507853405,0.004941099476439763,0.013805645803741629
Dim 611,0.005315676832530762,0.0058576429404900415,0.018211610486891534,0.007183292533659776,0.018816479400749212,,0.03182613768961495,0.008005239520958107,0.011308900523560168,0.017689790575916256,0.013801641167152311
Dim 443,0.007629748528624994,0.009731621936989445,0.014698501872659305,0.006438188494492083,0.004346441947565597,0.026050561797752933,0.03151108518086346,0.0027694610778442883,0.034548429319371715,0.0002748691099476442,0.013799890926611148
Dim 678,0.010751738897806395,0.019247374562427134,0.020404494382022596,0.018832619339045457,0.0152790262172286,,0.01415985997666281,0.0062387724550897914,0.017604712041884844,0.0016557591623036637,0.01379715078160792
Dim 416,0.024395398608881933,0.019778296382730463,0.004837078651685456,0.008491432068543496,0.001985018726591736,0.0011704119850187125,0.046563593932322046,0.020426646706586876,0.003907068062827208,0.0062630890052355675,0.013781803413042349
Dim 759,0.015080256821829922,0.03819136522753793,0.00729213483146075,0.015396266829865588,0.02687078651685403,,0.0014994165694282358,0.0037387724550897957,0.006184554973821951,0.009712041884816707,0.013773955123411657
Dim 669,0.004307116104868876,0.010723453908984793,0.006073033707865275,0.010671664626683067,0.004558052434456975,,0.029982497082847184,0.021519461077844387,0.03242146596858639,0.0035078534031413476,0.01375162203503092
Dim 466,0.010658105939004903,0.018961493582263768,0.029294007490636903,0.003000305997552025,0.0018932584269662678,0.008629213483146127,0.038168028004667495,0.023566616766467124,0.0024999999999999905,0.0007198952879581154,0.013739092497866274
Dim 162,0.0057865168539325915,0.027024504084014023,0.009016853932584345,0.008361383108935147,0.0018782771535580296,0.02949812734082408,0.0350116686114353,0.010842065868263532,0.007892670157068012,0.00169502617801047,0.013700709328862554
Dim 298,0.025652755484216312,0.011021003500583416,0.004681647940074966,0.03145042839657295,0.011865168539325883,0.008423220973782834,0.010513418903150513,0.018083832335329373,0.01018324607329838,0.005111256544502592,0.013698597869083723
Dim 168,0.026436597110754568,0.007030338389731575,0.03207677902621739,0.022871787025704016,0.012735955056179867,0.02033895131086158,0.007327887981330179,0.0009169161676646685,0.002552356020942398,0.004325916230366469,0.01366134843197527
Dim 941,,,,,0.01649625468164807,,,,0.01078534031413607,,0.013640797497892071
Dim 442,0.027784911717496204,0.011248541423570579,0.0067621722846442755,0.01309975520195856,0.027039325842696717,0.011985018726591816,0.004784130688448049,0.0063884730538921915,0.02676701570680631,0.00043848167539267024,0.013629782632149737
Dim 261,0.010733012306046105,0.010215869311551884,0.016144194756554466,0.0029957160342717276,0.021507490636704277,0.033507490636704315,0.016808634772462097,0.009558383233532997,0.011708115183246048,0.0030955497382198814,0.013627445660929379
Dim 549,0.027399678972712775,0.007537922987164478,0.005183520599251003,0.004646572827417471,0.010559925093632998,,0.017059509918319764,0.044341317365269556,0.005523560209424051,0.00020942408376963345,0.013606825784106859
Dim 824,,,,,0.023430711610487036,,,,0.0037827225130889863,,0.013606717061788011
Dim 773,,,,,0.015404494382022576,,,,0.011799738219895255,,0.013602116300958915
Dim 981,,,,,0.0150767790262174,,,,0.012113874345549695,,0.013595326685883547
Dim 488,0.02305243445692896,0.005192532088681415,0.012146067415730369,0.005835373317013539,0.012895131086142384,0.03545880149812747,0.005210035005834276,0.00808383233532936,0.015464659685863887,0.01260471204188479,0.013594357893153644
Dim 432,0.009820759764580082,0.020204200700116776,0.005000000000000063,0.015022949816401683,0.00970599250936335,0.023627340823970226,0.01925904317386237,0.025782185628742516,0.006727748691099437,0.0007198952879581155,0.013587011639609464
Dim 551,0.02869448903156783,0.0024154025670945077,0.034859550561797924,0.01876682986536131,0.011301498127340884,,0.0064177362893815286,0.013746257485029995,0.005634816753926671,0.00030104712041884827,0.013570847533546612
Dim 121,0.013063135366506195,0.0015285880980163327,0.014213483146067513,0.02041462668298672,0.015335205992509524,0.01681273408239714,0.007065344224037298,0.040149700598802573,0.003010471204188465,0.0039594240837696115,0.013555271347928138
Dim 728,0.018440342429106533,0.021102683780630155,0.0010187265917602896,0.003505201958384383,0.022247191011236116,,0.031050175029171515,0.01606661676646713,0.008219895287958063,0.0003337696335078534,0.013553844720913559
Dim 450,0.040580524344569456,0.006178529754959118,0.013838951310861526,0.006318849449204458,0.0064044943820225665,0.0027902621722846075,0.014334889148191378,0.009891467065868307,0.03450261780104717,0.000693717277486911,0.01355343027064955
Dim 989,,,,,0.012361423220973848,,,,0.014744764397905773,,0.01355309380943981
Dim 537,0.006364365971107589,0.001878646441073506,0.004492509363295921,0.02828947368421063,0.0038539325842696804,,0.0196674445740957,0.02126871257485033,0.025333769633507905,0.010759162303664868,0.013545335236675126
Dim 342,0.004266987693953944,0.024801633605600983,0.0163464419475657,0.007594859241126105,0.004065543071161085,0.016636704119850368,0.014008168028004678,0.015452844311377311,0.030392670157068098,0.0017866492146596804,0.013535250139036795
Dim 460,0.01491974317817018,0.042666277712952214,0.01795692883895148,0.007405140758873953,0.010097378277153585,0.028207865168539473,0.0048891481913651965,0.006167664670658651,0.0010143979057591625,0.0016295811518324574,0.013495412585425633
Dim 92,0.018838951310861492,0.015099183197199566,0.002758426966292096,0.0017503059975519954,0.020631086142322227,0.005537453183520683,0.012222870478413077,0.04686751497006001,0.010045811518324545,0.0011583769633507857,0.013490998072789648
Dim 792,,,,,0.016398876404494472,,,,0.010562827225130834,,0.013480851814812653
Dim 887,,,,,0.016554307116105067,,,,0.010405759162303603,,0.013480033139204334
Dim 675,0.003863028357410342,0.010169194865810924,0.01752621722846463,0.012455630354957333,0.012501872659176088,,0.03140023337222876,0.014666916167664731,0.01599476439790578,0.0025850785340314026,0.013462548437516667
Dim 71,0.042683253076511725,0.01473162193698953,0.0239550561797755,0.0018466952264381625,0.02158426966292151,0.004271535580524387,0.013243873978996496,0.005471556886227497,0.004057591623036631,0.002617801047120411,0.013446325519854186
Dim 741,0.00887640449438212,0.013150525087514612,0.029584269662921464,0.005328947368421135,0.0015168539325842497,,0.03982497082847144,0.013386976047904243,0.0038154450261779944,0.005510471204188456,0.013443873739173969
Dim 69,0.02935259497057265,0.00898483080513413,0.010823970037453225,0.02309975520195858,0.009756554307116168,0.011387640449438229,0.018022170361726993,0.012776946107784496,0.009751308900523498,0.00046465968586387445,0.013442043082757182
Dim 296,0.019617442482611092,0.023932322053675646,0.01412546816479412,0.013515911872705184,0.0029644194756553877,0.017065543071161204,0.016709451575262584,0.012312874251497094,0.009993455497382142,0.004149214659685847,0.01343861031044303
Dim 174,0.008598180845371955,0.0013943990665110835,0.010893258426966338,0.0034195226438188814,0.007056179775280972,0.010350187265917674,0.01751458576429409,0.052975299401197704,0.012506544502617773,0.009600785340314078,0.013430894303229055
Dim 68,0.008726591760299714,0.004585764294048985,0.032050561797752945,0.0349433904528766,0.009269662921348388,0.007668539325842771,0.0067386231038506035,0.017803143712574934,0.008128272251308846,0.004371727748691083,0.013428627736859485
Dim 99,0.015773140716960992,0.029667444574095703,0.01825093632958817,0.010071909424724685,0.0067303370786517625,0.027544943820224863,0.009562427071178489,0.00511227544910176,0.010314136125654384,0.0012434554973821993,0.013427100608756301
Dim 737,0.0008132691278758655,0.024334889148191378,0.002516853932584233,0.018367503059975712,0.003436329588014974,,0.06191948658109696,0.006762724550898192,0.001753926701570678,0.0009293193717277491,0.013426033562437302
Dim 270,0.014093097913322682,0.012298716452742112,0.007415730337078732,0.02895195838433312,0.01524719101123606,0.0011891385767790125,0.005227537922987133,0.03546781437125759,0.00719895287958111,0.0070287958115182875,0.013411893366083583
Dim 612,0.02844836811128965,0.007071178529754911,0.015303370786516963,0.011243880048959716,0.013314606741573124,,0.026896149358226415,0.00888847305389226,0.009090314136125606,0.0003534031413612566,0.0134010826564111
Dim 171,0.05073301230604625,0.0034889148191364987,0.005883895131086245,0.020439106487148282,0.004488764044943866,0.008640449438202297,0.00768961493582259,0.017058383233532964,0.009083769633507795,0.006223821989528758,0.013372973201895556
Dim 255,0.0034349919743177876,0.023891481913652302,0.011623595505618036,0.006207160342717315,0.00964794007490643,0.018415730337078856,0.023634772462077052,0.011059131736527025,0.02236256544502624,0.0034424083769633356,0.013371977816888439
Dim 476,0.024095773140717137,0.0005950991831971997,0.026389513108614388,0.024069767441860596,0.00548127340823979,0.010930711610486957,0.013529754959159875,0.017024700598802425,0.008874345549738169,0.0026832460732984214,0.013367418507411494
Dim 576,0.01649545211342963,0.019947491248541473,0.008513108614232259,0.01816860465116299,0.00778651685393264,,0.01648191365227541,0.030359281437125872,0.0005890052356020942,0.0019633507853403084,0.013367191621293632
Dim 118,0.018271803103263862,0.03300466744457417,0.008376404494382058,0.018131884944920656,0.008277153558052495,0.011865168539325883,0.008669778296382671,0.014360029940119813,0.009803664921465912,0.0028403141361256464,0.013360086937861318
Dim 705,0.014376672017121504,0.0052392065344223715,0.006820224719101208,0.007157282741738109,0.016329588014981376,,0.018022170361727027,0.027133233532934207,0.024463350785340367,0.00024869109947643983,0.013310046645204736
Dim 250,0.007359550561797806,0.0003908984830805135,0.0032808988764044763,0.006399938800489652,0.006219101123595598,0.03950000000000012,0.020169194865811018,0.012417664670658754,0.03352094240837701,0.0036387434554973645,0.013289693324571231
Dim 281,0.005259497057249872,0.018156359393232263,0.0003389513108614234,0.008532741738066132,0.013168539325842818,0.023187265917603204,0.012351225204200688,0.01887724550898207,0.031151832460733025,0.0016884816753926673,0.013271213959216419
Dim 479,0.00705189941145005,0.035396732788798166,0.01989325842696644,0.023584761321909575,0.00791385767790268,0.003938202247191035,0.0009276546091015175,0.01920658682634735,0.013003926701570677,0.0017866492146596839,0.013270352922589717
Dim 807,,,,,0.002808988764044904,,,,0.023645287958115203,,0.013227138361080054
Dim 689,0.023953986088817665,0.028512252042007073,0.01793820224719117,0.0071175030599755565,0.0004138576779026212,,0.00676196032672108,0.007174401197604774,0.021040575916230393,0.005870418848167508,0.013198128600513094
Dim 141,0.015896201177100083,0.0023162193698949766,0.02162921348314626,0.00526621787025712,0.004222846441947592,0.018717228464419637,0.036744457409568325,0.024139221556886255,0.0001505235602094241,0.002814136125654439,0.013189626545908412
Dim 606,0.009756554307116192,0.025536756126021028,0.012131086142322138,0.0029452264381884916,0.01273408239700386,,0.0351458576429405,0.01511976047904195,0.001982984293193713,0.0032198952879581,0.013174689234865108
Dim 390,0.02058319957196371,0.00045507584597432926,0.008889513108614288,0.005942472460220378,0.01720973782771552,0.03797378277153569,0.0012018669778296382,0.011081586826347384,0.024168848167539336,0.0041884816753926515,0.013169456523313292
Dim 547,0.008646334938469879,0.009206534422403673,0.022063670411985186,0.02076193390452894,0.0071666666666667395,,0.03933488914819138,0.005624999999999962,0.004358638743455473,0.0012630890052356019,0.013158528582326315
Dim 7,0.0003023006955591227,0.012287047841306915,0.029026217228464723,0.004902080783353833,0.017022471910112476,0.025488764044943973,0.00973162193698945,0.02459955089820361,0.007899214659685808,0.00011125654450261779,0.013137052654312253
Dim 635,0.0033520599250936,0.005420070011668579,0.019007490636704306,0.004236536107711221,0.012380149812734163,,0.009900816802800434,0.05327095808383254,0.006505235602094204,0.004155759162303651,0.013136564016104744
Dim 370,0.04143124665596597,0.007672112018669723,0.003308988764044928,0.010887392900856866,0.0022602996254681347,0.016209737827715495,0.02577012835472582,0.012866766467065936,0.010071989528795755,0.0008442408376963354,0.013132290298100494
Dim 280,0.02946762974852879,0.01911901983663949,0.008767790262172333,0.019400244798041782,0.009752808988764095,0.0009681647940074813,0.0018728121353558864,0.011755239520958142,0.02640706806282724,0.003651832460732967,0.013116261060802822
Dim 563,0.0020973782771535375,0.018308051341890345,0.006541198501872731,0.013212974296205791,0.010112359550561867,,0.03405484247374567,0.020625000000000022,0.007709424083769578,0.005229057591623012,0.01309892067964695
Dim 616,0.01188871054039602,0.006102683780630065,0.03107116104868936,0.023883108935128763,0.0011479400749063546,,0.005985997666277672,0.014502245508982126,0.008599476439790527,0.014705497382198956,0.013098535708555539
Dim 570,0.020248796147672637,0.01749124854142361,0.01909363295880165,0.004034577723378281,0.005610486891385851,,0.024859976662777172,0.009925149700598863,0.010078534031413556,0.006452879581151792,0.013088364693178157
Dim 304,0.012859818084537228,0.02091598599766631,0.009411985018726636,0.0035174418604651606,0.011554307116104934,0.0025599250936329233,0.04837806301050188,0.0023128742514969924,0.018854712041884863,0.00018979057591623032,0.013055490305093315
Dim 704,0.009831460674157367,0.018885647607934732,0.023086142322097512,0.005561505507956014,0.011093632958801556,,0.013646441073512282,0.012986526946107855,0.01864528795811523,0.0036321989528795653,0.013040982666840235
Dim 67,0.0065382557517389426,0.019644107351225258,0.014000000000000097,0.016762545899633066,0.024975655430711802,0.011275280898876474,0.0030455075845974185,0.022904191616766503,0.010117801047120368,0.0011452879581151834,0.013040863353878513
Dim 50,0.018681112894596126,0.013920653442240404,0.027662921348314797,0.012469400244798218,0.002385767790262142,0.014737827715355907,0.003628938156359372,0.013473053892215628,0.018507853403141407,0.004875654450261762,0.013034318333754574
Dim 328,0.0060620652755484635,0.0002158693115519254,0.026661048689138725,0.029645042839657534,0.010147940074906419,0.009436329588015055,0.0025145857642940384,0.02958832335329351,0.01016361256544497,0.0058376963350785,0.013027251379692916
